id,Quarter Cohort,Nationality,Gender,Age Group,Status,Days to Decision,Count
22646,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,47,1
22647,2021 Q3,Albania,Female,31 to 40,Claim Accepted,21,1
22648,2021 Q3,China,Female,Under 18,Claim Rejected,23,1
22649,2021 Q3,United States,Female,31 to 40,Claim Accepted,53,1
22650,2021 Q3,Iraq,Female,18 to 25,Claim Accepted,30,1
22651,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,29,1
22652,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,28,1
22653,2021 Q3,Zimbabwe,Male,31 to 40,Claim Accepted,21,1
22654,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,40,1
22655,2021 Q3,Jamaica,Female,51 to 60,Claim Rejected,48,1
22656,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,30,1
22657,2021 Q3,Pakistan,Female,41 to 50,Claim Rejected,80,1
22658,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,56,1
22659,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,80,1
22660,2021 Q3,Kenya,Male,51 to 60,Claim Rejected,49,1
22661,2021 Q3,Jamaica,Female,26 to 30,Claim Rejected,51,1
22662,2021 Q3,Pakistan,Female,71 to 80,Claim Accepted,23,1
22663,2021 Q3,Malawi,Female,31 to 40,Claim Accepted,20,1
22664,2021 Q3,Bangladesh,Male,31 to 40,Claim Accepted,50,1
22665,2021 Q3,Jamaica,Female,18 to 25,Claim Rejected,77,1
22666,2021 Q3,Brazil,Female,41 to 50,Claim Accepted,34,1
22667,2021 Q3,Nigeria,Female,31 to 40,Claim Rejected,46,1
22668,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,27,1
22669,2021 Q3,Nigeria,Male,Under 18,Claim Rejected,52,1
22670,2021 Q3,Nigeria,Male,51 to 60,Claim Accepted,54,1
22671,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,28,1
22672,2021 Q3,Pakistan,Male,41 to 50,Claim Accepted,27,1
22673,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,58,1
22674,2021 Q3,Ghana,Male,41 to 50,Claim Accepted,24,1
22675,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,52,1
22676,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,48,1
22677,2021 Q3,Algeria,Male,41 to 50,Claim Accepted,28,1
22678,2021 Q3,China,Female,31 to 40,Claim Accepted,64,1
22679,2021 Q3,Botswana,Female,31 to 40,Claim Accepted,30,1
22680,2021 Q3,Unspecified Nationality,Male,Under 18,Claim Accepted,29,1
22681,2021 Q3,Nigeria,Male,26 to 30,Claim Rejected,49,1
22682,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,14,1
22683,2021 Q3,India,Female,Under 18,Claim Accepted,33,1
22684,2021 Q3,Bolivia,Female,18 to 25,Claim Rejected,52,1
22685,2021 Q3,Ghana,Male,41 to 50,Claim Accepted,32,1
22686,2021 Q3,Albania,Female,31 to 40,Claim Accepted,26,1
22687,2021 Q3,St Kitts & Nevis,Female,31 to 40,Claim Accepted,27,1
22688,2021 Q3,St Lucia,Female,41 to 50,Claim Accepted,71,1
22689,2021 Q3,Nigeria,Male,41 to 50,Claim Rejected,57,1
22690,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,25,1
22691,2021 Q3,Jamaica,Male,51 to 60,Claim Accepted,21,1
22692,2021 Q3,Ghana,Female,Under 18,Claim Accepted,45,1
22693,2021 Q3,Nigeria,Male,41 to 50,Claim Rejected,52,1
22694,2021 Q3,Mauritius,Female,31 to 40,Claim Accepted,26,1
22695,2021 Q3,Algeria,Male,41 to 50,Claim Rejected,64,1
22696,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,65,1
22697,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,35,1
22698,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,24,1
22699,2021 Q3,Sri Lanka,Female,31 to 40,Claim Accepted,50,1
22700,2021 Q3,India,Female,31 to 40,Claim Rejected,57,1
22701,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,33,1
22702,2021 Q3,Sierra Leone,Female,31 to 40,Claim Accepted,24,1
22703,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,36,1
22704,2021 Q3,Jamaica,Female,41 to 50,Claim Accepted,65,1
22705,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,14,1
22706,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,28,1
22707,2021 Q3,British Citizen,Female,18 to 25,Claim Accepted,41,1
22708,2021 Q3,Pakistan,Female,18 to 25,Claim Rejected,47,1
22709,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,68,1
22710,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,2,1
22711,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,30,1
22712,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,42,1
22713,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,28,1
22714,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,36,1
22715,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,37,1
22716,2021 Q3,Russia,Female,26 to 30,Claim Accepted,25,1
22717,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,34,1
22718,2021 Q3,Ghana,Male,Under 18,Claim Accepted,5,1
22719,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,44,1
22720,2021 Q3,Ghana,Male,51 to 60,Claim Accepted,67,1
22721,2021 Q3,Nigeria,Female,41 to 50,Claim Rejected,52,1
22722,2021 Q3,Nigeria,Female,41 to 50,Claim Rejected,97,1
22723,2021 Q3,Pakistan,Male,31 to 40,Claim Rejected,39,1
22724,2021 Q3,Nigeria,Male,31 to 40,Claim Rejected,59,1
22725,2021 Q3,Sri Lanka,Male,Under 18,Claim Accepted,34,1
22726,2021 Q3,Zimbabwe,Male,41 to 50,Claim Accepted,24,1
22727,2021 Q3,Afghanistan,Male,18 to 25,Claim Accepted,13,1
22728,2021 Q3,Jamaica,Female,41 to 50,Claim Rejected,40,1
22729,2021 Q3,Nigeria,Male,18 to 25,Claim Accepted,71,1
22730,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,25,1
22731,2021 Q3,India,Female,31 to 40,Claim Accepted,41,1
22732,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,52,1
22733,2021 Q3,India,Female,41 to 50,Claim Accepted,48,1
22734,2021 Q3,India,Female,Under 18,Claim Accepted,29,1
22735,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,1,1
22736,2021 Q3,Iraq,Male,31 to 40,Claim Rejected,102,1
22737,2021 Q3,Pakistan,Female,18 to 25,Claim Accepted,73,1
22738,2021 Q3,Ghana,Male,Under 18,Claim Accepted,27,1
22739,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,1,1
22740,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,27,1
22741,2021 Q3,Afghanistan,Male,18 to 25,Claim Accepted,13,1
22742,2021 Q3,Bangladesh,Male,26 to 30,Claim Rejected,74,1
22743,2021 Q3,Nigeria,Female,26 to 30,Claim Rejected,50,1
22744,2021 Q3,Pakistan,Female,18 to 25,Claim Accepted,73,1
22745,2021 Q3,Bangladesh,Male,61 to 70,Claim Accepted,30,1
22746,2021 Q3,Philippines,Female,41 to 50,Claim Accepted,24,1
22747,2021 Q3,India,Female,26 to 30,Claim Accepted,29,1
22748,2021 Q3,Bangladesh,Male,31 to 40,Claim Accepted,49,1
22749,2021 Q3,Turkey,Male,41 to 50,Claim Accepted,15,1
22750,2021 Q3,Nigeria,Female,18 to 25,Claim Rejected,50,1
22751,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,44,1
22752,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,33,1
22753,2021 Q3,Pakistan,Female,51 to 60,Claim Rejected,28,1
22754,2021 Q3,India,Male,Under 18,Claim Accepted,48,1
22755,2021 Q3,Iran,Male,18 to 25,Claim Accepted,47,1
22756,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,27,1
22757,2021 Q3,Albania,Female,31 to 40,Claim Rejected,53,1
22758,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,33,1
22759,2021 Q3,Pakistan,Female,31 to 40,Claim Rejected,28,1
22760,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,29,1
22761,2021 Q3,Colombia,Female,41 to 50,Claim Accepted,34,1
22762,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,26,1
22763,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,33,1
22764,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,24,1
22765,2021 Q3,Malawi,Female,Under 18,Claim Rejected,42,1
22766,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,1,1
22767,2021 Q3,Dominican Republic,Female,18 to 25,Claim Accepted,0,1
22768,2021 Q3,Ghana,Female,Under 18,Claim Rejected,57,1
22769,2021 Q3,Algeria,Male,41 to 50,Claim Accepted,24,1
22770,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,12,1
22771,2021 Q3,Sri Lanka,Female,31 to 40,Claim Accepted,30,1
22772,2021 Q3,Iran,Female,41 to 50,Claim Accepted,63,1
22773,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,41,1
22774,2021 Q3,Pakistan,Female,Under 18,Claim Rejected,44,1
22775,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,39,1
22776,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,25,1
22777,2021 Q3,Ghana,Female,51 to 60,Claim Accepted,45,1
22778,2021 Q3,South Africa,Female,41 to 50,Claim Rejected,28,1
22779,2021 Q3,Malawi,Female,31 to 40,Claim Accepted,22,1
22780,2021 Q3,Nigeria,Female,18 to 25,Claim Rejected,42,1
22781,2021 Q3,Afghanistan,Female,18 to 25,Claim Accepted,52,1
22782,2021 Q3,Bangladesh,Male,41 to 50,Claim Accepted,24,1
22783,2021 Q3,Bangladesh,Male,41 to 50,Claim Rejected,60,1
22784,2021 Q3,Nigeria,Female,18 to 25,Claim Accepted,30,1
22785,2021 Q3,Ethiopia,Female,26 to 30,Claim Rejected,28,1
22786,2021 Q3,Ghana,Male,31 to 40,Claim Rejected,57,1
22787,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,17,1
22788,2021 Q3,Afghanistan,Male,18 to 25,Claim Accepted,13,1
22789,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,58,1
22790,2021 Q3,Bangladesh,Female,26 to 30,Claim Accepted,35,1
22791,2021 Q3,India,Male,31 to 40,Claim Accepted,29,1
22792,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,26,1
22793,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,37,1
22794,2021 Q3,Jamaica,Male,31 to 40,Claim Accepted,30,1
22795,2021 Q3,Pakistan,Male,18 to 25,Claim Accepted,40,1
22796,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,0,1
22797,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,64,1
22798,2021 Q3,Barbados,Female,26 to 30,Claim Accepted,30,1
22799,2021 Q3,Albania,Female,26 to 30,Claim Accepted,35,1
22800,2021 Q3,Tanzania,Male,41 to 50,Claim Accepted,7,1
22801,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,18,1
22802,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,47,1
22803,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,29,1
22804,2021 Q3,Bangladesh,Female,31 to 40,Claim Rejected,28,1
22805,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,35,1
22806,2021 Q3,Ghana,Female,18 to 25,Claim Accepted,45,1
22807,2021 Q3,Nigeria,Male,18 to 25,Claim Rejected,27,1
22808,2021 Q3,Ethiopia,Female,Under 18,Claim Rejected,27,1
22809,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,96,1
22810,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,44,1
22811,2021 Q3,Afghanistan,Female,Under 18,Claim Accepted,13,1
22812,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,42,1
22813,2021 Q3,Nigeria,Male,31 to 40,Claim Rejected,48,1
22814,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,20,1
22815,2021 Q3,Algeria,Female,51 to 60,Claim Rejected,45,1
22816,2021 Q3,Sri Lanka,Male,41 to 50,Claim Rejected,55,1
22817,2021 Q3,Ghana,Male,Under 18,Claim Accepted,34,1
22818,2021 Q3,Iran,Male,51 to 60,Claim Accepted,47,1
22819,2021 Q3,Nigeria,Female,31 to 40,Claim Rejected,39,1
22820,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,51,1
22821,2021 Q3,Bangladesh,Male,51 to 60,Claim Accepted,42,1
22822,2021 Q3,The Gambia,Male,31 to 40,Claim Rejected,23,1
22823,2021 Q3,British National (Overseas),Female,31 to 40,Claim Rejected,24,1
22824,2021 Q3,Sri Lanka,Male,41 to 50,Claim Accepted,34,1
22825,2021 Q3,Morocco,Female,31 to 40,Claim Accepted,59,1
22826,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,33,1
22827,2021 Q3,Russia,Female,31 to 40,Claim Accepted,33,1
22828,2021 Q3,India,Female,41 to 50,Claim Accepted,28,1
22829,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,46,1
22830,2021 Q3,Bangladesh,Male,31 to 40,Claim Accepted,29,1
22831,2021 Q3,Nigeria,Male,51 to 60,Claim Accepted,43,1
22832,2021 Q3,Iraq,Female,18 to 25,Claim Accepted,65,1
22833,2021 Q3,Jamaica,Male,51 to 60,Claim Accepted,27,1
22834,2021 Q3,Turkey,Female,18 to 25,Claim Rejected,34,1
22835,2021 Q3,Algeria,Male,Under 18,Claim Accepted,30,1
22836,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,104,1
22837,2021 Q3,Sri Lanka,Female,41 to 50,Claim Rejected,35,1
22838,2021 Q3,India,Male,41 to 50,Claim Accepted,29,1
22839,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,40,1
22840,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,33,1
22841,2021 Q3,Brazil,Male,26 to 30,Claim Accepted,29,1
22842,2021 Q3,Sri Lanka,Male,31 to 40,Claim Accepted,35,1
22843,2021 Q3,Congo Democratic Republic,Female,41 to 50,Claim Accepted,27,1
22844,2021 Q3,Nigeria,Male,18 to 25,Claim Rejected,48,1
22845,2021 Q3,Bolivia,Female,18 to 25,Claim Rejected,54,1
22846,2021 Q3,Bangladesh,Female,51 to 60,Claim Rejected,28,1
22847,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,33,1
22848,2021 Q3,Uganda,Female,31 to 40,Claim Accepted,24,1
22849,2021 Q3,Nigeria,Male,51 to 60,Claim Accepted,42,1
22850,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,34,1
22851,2021 Q3,Bangladesh,Female,Under 18,Claim Accepted,63,1
22852,2021 Q3,Pakistan,Female,31 to 40,Claim Rejected,44,1
22853,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,28,1
22854,2021 Q3,Albania,Female,18 to 25,Claim Rejected,50,1
22855,2021 Q3,Bangladesh,Male,18 to 25,Claim Rejected,28,1
22856,2021 Q3,Vietnam,Male,26 to 30,Claim Rejected,44,1
22857,2021 Q3,Zimbabwe,Female,18 to 25,Claim Accepted,23,1
22858,2021 Q3,India,Male,31 to 40,Claim Rejected,51,1
22859,2021 Q3,Pakistan,Female,Under 18,Claim Rejected,44,1
22860,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,103,1
22861,2021 Q3,Sri Lanka,Female,31 to 40,Claim Rejected,43,1
22862,2021 Q3,Ghana,Male,41 to 50,Claim Rejected,44,1
22863,2021 Q3,Jamaica,Female,51 to 60,Claim Rejected,30,1
22864,2021 Q3,Jamaica,Female,41 to 50,Claim Accepted,28,1
22865,2021 Q3,India,Female,41 to 50,Claim Rejected,109,1
22866,2021 Q3,India,Male,31 to 40,Claim Rejected,106,1
22867,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,24,1
22868,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,41,1
22869,2021 Q3,India,Female,71 to 80,Claim Rejected,31,1
22870,2021 Q3,India,Male,31 to 40,Claim Accepted,31,1
22871,2021 Q3,Nigeria,Male,26 to 30,Claim Accepted,18,1
22872,2021 Q3,Jamaica,Female,Under 18,Claim Accepted,51,1
22873,2021 Q3,Pakistan,Female,26 to 30,Claim Accepted,82,1
22874,2021 Q3,Pakistan,Female,41 to 50,Claim Rejected,26,1
22875,2021 Q3,Philippines,Female,31 to 40,Claim Rejected,67,1
22876,2021 Q3,Nigeria,Male,41 to 50,Claim Rejected,97,1
22877,2021 Q3,Jamaica,Female,Under 18,Claim Accepted,81,1
22878,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,1,1
22879,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,48,1
22880,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,14,1
22881,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,44,1
22882,2021 Q3,Jamaica,Male,51 to 60,Claim Accepted,1,1
22883,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,52,1
22884,2021 Q3,Ghana,Male,31 to 40,Claim Accepted,37,1
22885,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,27,1
22886,2021 Q3,Eritrea,Male,31 to 40,Claim Accepted,35,1
22887,2021 Q3,Afghanistan,Male,18 to 25,Claim Accepted,13,1
22888,2021 Q3,Sri Lanka,Female,Under 18,Claim Accepted,44,1
22889,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,24,1
22890,2021 Q3,Zambia,Female,41 to 50,Claim Accepted,105,1
22891,2021 Q3,Ukraine,Female,31 to 40,Claim Accepted,49,1
22892,2021 Q3,Jamaica,Female,51 to 60,Claim Accepted,30,1
22893,2021 Q3,Bangladesh,Female,18 to 25,Claim Rejected,49,1
22894,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,43,1
22895,2021 Q3,Angola,Male,31 to 40,Claim Accepted,24,1
22896,2021 Q3,Pakistan,Male,61 to 70,Claim Rejected,63,1
22897,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,10,1
22898,2021 Q3,India,Female,31 to 40,Claim Accepted,40,1
22899,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,44,1
22900,2021 Q3,Albania,Female,51 to 60,Claim Accepted,49,1
22901,2021 Q3,India,Male,Under 18,Claim Accepted,28,1
22902,2021 Q3,Afghanistan,Male,Under 18,Claim Accepted,13,1
22903,2021 Q3,Algeria,Male,Under 18,Claim Accepted,30,1
22904,2021 Q3,United States,Female,31 to 40,Claim Accepted,55,1
22905,2021 Q3,Afghanistan,Female,18 to 25,Claim Accepted,52,1
22906,2021 Q3,India,Female,41 to 50,Claim Rejected,42,1
22907,2021 Q3,India,Female,Under 18,Claim Accepted,35,1
22908,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,36,1
22909,2021 Q3,Kenya,Male,61 to 70,Claim Rejected,49,1
22910,2021 Q3,Nigeria,Female,Under 18,Claim Rejected,39,1
22911,2021 Q3,India,Male,41 to 50,Claim Accepted,24,1
22912,2021 Q3,Nigeria,Male,51 to 60,Claim Accepted,21,1
22913,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,44,1
22914,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,19,1
22915,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,54,1
22916,2021 Q3,Brazil,Female,31 to 40,Claim Accepted,21,1
22917,2021 Q3,Nigeria,Female,18 to 25,Claim Accepted,24,1
22918,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,36,1
22919,2021 Q3,Ghana,Male,26 to 30,Claim Accepted,62,1
22920,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,37,1
22921,2021 Q3,Nigeria,Male,18 to 25,Claim Rejected,50,1
22922,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,23,1
22923,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,28,1
22924,2021 Q3,Nigeria,Male,71 to 80,Claim Rejected,43,1
22925,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,27,1
22926,2021 Q3,Ghana,Male,Under 18,Claim Accepted,42,1
22927,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,33,1
22928,2021 Q3,Iraq,Female,41 to 50,Claim Rejected,47,1
22929,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,23,1
22930,2021 Q3,United States,Male,Over 80,Claim Accepted,37,1
22931,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,27,1
22932,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,20,1
22933,2021 Q3,The Gambia,Female,31 to 40,Claim Accepted,42,1
22934,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,36,1
22935,2021 Q3,Jamaica,Female,51 to 60,Claim Accepted,27,1
22936,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,47,1
22937,2021 Q3,Sri Lanka,Male,41 to 50,Claim Accepted,58,1
22938,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,9,1
22939,2021 Q3,Angola,Male,41 to 50,Claim Accepted,43,1
22940,2021 Q3,Ghana,Male,41 to 50,Claim Rejected,42,1
22941,2021 Q3,Algeria,Male,41 to 50,Claim Accepted,25,1
22942,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,1,1
22943,2021 Q3,Sierra Leone,Female,41 to 50,Claim Accepted,27,1
22944,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,21,1
22945,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,9,1
22946,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,18,1
22947,2021 Q3,Bangladesh,Female,41 to 50,Claim Rejected,35,1
22948,2021 Q3,Bangladesh,Female,26 to 30,Claim Accepted,29,1
22949,2021 Q3,India,Female,18 to 25,Claim Accepted,48,1
22950,2021 Q3,Pakistan,Female,26 to 30,Claim Accepted,95,1
22951,2021 Q3,Ivory Coast,Female,31 to 40,Claim Accepted,57,1
22952,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,28,1
22953,2021 Q3,Congo (Democratic Republic),Female,18 to 25,Claim Rejected,50,1
22954,2021 Q3,India,Female,31 to 40,Claim Rejected,42,1
22955,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,28,1
22956,2021 Q3,Nigeria,Female,41 to 50,Claim Rejected,47,1
22957,2021 Q3,China,Male,31 to 40,Claim Accepted,17,1
22958,2021 Q3,Nigeria,Male,31 to 40,Claim Accepted,26,1
22959,2021 Q3,Nigeria,Male,31 to 40,Claim Accepted,24,1
22960,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,68,1
22961,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,0,1
22962,2021 Q3,Pakistan,Female,26 to 30,Claim Accepted,36,1
22963,2021 Q3,India,Male,71 to 80,Claim Accepted,66,1
22964,2021 Q3,Nigeria,Female,51 to 60,Claim Accepted,32,1
22965,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,63,1
22966,2021 Q3,Bosnia & Herzegovina,Male,61 to 70,Claim Rejected,10,1
22967,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,17,1
22968,2021 Q3,Iraq,Female,31 to 40,Claim Rejected,43,1
22969,2021 Q3,Nigeria,Female,26 to 30,Claim Accepted,43,1
22970,2021 Q3,Iraq,Female,31 to 40,Claim Accepted,14,1
22971,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,24,1
22972,2021 Q3,Sri Lanka,Male,41 to 50,Claim Accepted,28,1
22973,2021 Q3,Ghana,Male,Under 18,Claim Rejected,28,1
22974,2021 Q3,Congo Democratic Republic,Male,18 to 25,Claim Accepted,28,1
22975,2021 Q3,Pakistan,Female,26 to 30,Claim Accepted,43,1
22976,2021 Q3,Sri Lanka,Male,18 to 25,Claim Rejected,50,1
22977,2021 Q3,Bangladesh,Male,41 to 50,Claim Accepted,41,1
22978,2021 Q3,South Africa,Female,Under 18,Claim Accepted,27,1
22979,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,27,1
22980,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,72,1
22981,2021 Q3,Nigeria,Female,31 to 40,Claim Rejected,111,1
22982,2021 Q3,Ghana,Female,26 to 30,Claim Accepted,34,1
22983,2021 Q3,Bangladesh,Male,18 to 25,Claim Accepted,0,1
22984,2021 Q3,Nigeria,Female,51 to 60,Claim Accepted,48,1
22985,2021 Q4,Uganda,Female,31 to 40,Claim Accepted,23,1
22986,2021 Q4,India,Male,31 to 40,Claim Accepted,50,1
22987,2021 Q4,Albania,Female,26 to 30,Claim Accepted,28,1
22988,2021 Q4,Israel,Male,31 to 40,Claim Accepted,47,1
22989,2021 Q4,Philippines,Female,31 to 40,Claim Accepted,21,1
22990,2021 Q4,Jamaica,Female,61 to 70,Claim Accepted,51,1
22991,2021 Q4,Ghana,Male,51 to 60,Claim Accepted,23,1
22992,2021 Q4,Georgia,Female,31 to 40,Claim Accepted,42,1
22993,2021 Q4,Bangladesh,Male,31 to 40,Claim Accepted,6,1
22994,2021 Q4,St Lucia,Male,31 to 40,Claim Rejected,40,1
22995,2021 Q4,Jamaica,Female,61 to 70,Claim Accepted,24,1
22996,2021 Q4,Sierra Leone,Male,41 to 50,Claim Accepted,27,1
22997,2021 Q4,Ghana,Male,Under 18,Claim Accepted,36,1
22998,2021 Q4,Pakistan,Female,41 to 50,Claim Rejected,49,1
22999,2021 Q4,Vietnam,Female,31 to 40,Claim Accepted,64,1
23000,2021 Q4,Pakistan,Female,Under 18,Claim Accepted,0,1
23001,2021 Q4,Nigeria,Female,41 to 50,Claim Accepted,49,1
23002,2021 Q4,India,Male,41 to 50,Claim Accepted,21,1
23003,2021 Q4,Jamaica,Male,31 to 40,Claim Accepted,28,1
23004,2021 Q4,Albania,Female,Under 18,Claim Accepted,28,1
23005,2021 Q4,Pakistan,Female,Under 18,Claim Accepted,22,1
23006,2021 Q4,Albania,Female,Under 18,Claim Accepted,24,1
23007,2021 Q4,Ghana,Female,31 to 40,Claim Accepted,25,1
23008,2021 Q4,Albania,Female,Under 18,Claim Accepted,20,1
23009,2021 Q4,India,Male,Under 18,Claim Accepted,21,1
23010,2021 Q4,Ghana,Female,31 to 40,Claim Rejected,52,1
23011,2021 Q4,Nigeria,Male,31 to 40,Claim Accepted,28,1
23012,2021 Q4,Kenya,Female,51 to 60,Claim Accepted,21,1
23013,2021 Q4,Iraq,Female,18 to 25,Claim Rejected,41,1
23014,2021 Q4,Iraq,Female,31 to 40,Claim Accepted,37,1
23015,2021 Q4,Nigeria,Female,31 to 40,Claim Accepted,6,1
23016,2021 Q4,Turkey,Female,31 to 40,Claim Accepted,17,1
23017,2021 Q4,Pakistan,Female,31 to 40,Claim Accepted,60,1
23018,2021 Q4,Pakistan,Male,18 to 25,Claim Accepted,1,1
23019,2021 Q4,Pakistan,Female,Under 18,Claim Accepted,24,1
23020,2021 Q4,Pakistan,Male,61 to 70,Claim Accepted,21,1
23021,2021 Q4,Nigeria,Female,31 to 40,Claim Accepted,21,1
23022,2021 Q4,Nigeria,Female,41 to 50,Claim Rejected,39,1
23023,2021 Q4,Jamaica,Female,41 to 50,Claim Rejected,79,1
23024,2021 Q4,India,Female,Under 18,Claim Rejected,31,1
23025,2021 Q4,Bangladesh,Female,31 to 40,Claim Accepted,25,1
23026,2021 Q4,Albania,Female,26 to 30,Claim Accepted,28,1
23027,2021 Q4,Pakistan,Female,Under 18,Claim Accepted,26,1
23028,2021 Q4,India,Female,31 to 40,Claim Accepted,21,1
